brand,model,release_year,release_month,website_views,website_likes,display_size,display_pixel_width,display_pixel_height,camera_megapixels,video_pixels,memory_gb_size,ram_gb_size,battery_mah_size,network_types,dimension_height,dimension_width,dimension_thickness,os,chipset,cpu,gpu,memory_slot,loudspeaker,audiojack,wifi,bluetooth,gps,radio,price
BLU,Disco2GO II,2010,September,"72,415",8,2.0,240,320,,Video recorder,32MB,,850,GSM,111,58,14,,,,,microSDHC,No,Yes,No,2.0,No,Stereo,60
BLU,Tattoo TV,2010,June,"76,929",7,2.0,,,,No video recorder,16MB,,750,GSM,111,56,13.7,,,,,microSD,No,No,No,1.2,No,FM,
BLU,Tattoo,2010,June,"80,024",7,2.0,,,,No video recorder,16MB,,750,GSM,111,56,13.7,,,,,microSD,No,No,No,1.2,No,FM,
BLU,Samba,2010,June,"96,442",7,1.8,,,,No video recorder,16MB,,750,GSM,111,56,14,,,,,microSD,No,No,No,1.2,No,FM,30
BLU,Samba Mini,2010,September,"114,955",8,2.0,240,320,2,Video recorder,32MB,,700,GSM,99.5,58,12,,,,,microSDHC,No,No,No,2.0,No,Stereo,50
BLU,Cubo,2010,September,"132,838",7,2.4,,,2,Video recorder,50MB,,800,GSM,95.5,61,14.2,,,,,microSDHC,Wi,Yes,Wi-Fi,2.0,No,Stereo,70
BLU,Smart,2010,September,"95,957",7,3.0,,,2,Video recorder,52MB,,800,GSM / HSPA,104,55,12.2,,,,,microSDHC,Wi,No,Wi-Fi,2.0,No,FM,
BLU,Flash,2010,September,"91,731",7,2.0,240,320,,240p,70MB,,800,GSM / UMTS,109,46,13.5,,,,,microSDHC,No,Yes,No,2.0,No,Stereo,40
BLU,Speed,2010,October,"141,419",8,2.44,360,480,2,Video recorder,256MB,128MB,930,GSM / UMTS,109,62,15,,,,,microSDHC,Wi,Yes,Wi-Fi,2.0,No,Stereo,100
BLU,Tango,2010,September,"162,197",7,2.8,240,320,3,240p,512MB,256MB,1200,GSM / HSPA,98.7,55,13,Android 2.2 (Froyo),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,100
BLU,Ultra,2011,February,"69,942",6,1.31,96,64,,No video recorder,16MB,,500,GSM,105.5,45,12.7,,,,,microSDHC,,No,No,No,No,FM,
BLU,Samba Q,2011,February,"84,677",7,1.8,,,,Video recorder,64MB,,800,GSM,105,58,14,,,,,microSDHC,No,Yes,No,No,No,Stereo,50
BLU,Deejay II,2011,February,"92,483",8,1.8,,,,Video recorder,64MB,,800,GSM,105,58,14,,,,,microSDHC,No,Yes,No,2.1,No,Stereo,40
BLU,Diesel 3G,2011,February,"79,334",7,1.8,,,,Video recorder,64MB,,1000,GSM / UMTS,107.5,45,13.3,,,,,microSDHC,No,No,No,2.1,No,Stereo,50
BLU,Touch,2011,February,"95,634",8,3.2,,,3,240p,512MB,256MB,1000,GSM,109,56,12.5,,,,,microSDHC,No,Yes,No,2.0,No,Stereo,
BLU,Magic,2011,February,"156,443",7,3.2,320,480,3,240p,512MB,256MB,1450,GSM / HSPA,111,58,13.5,Android 2.2 (Froyo),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,110
BLU,Bar Q,2011,July,"75,217",7,1.77,128,160,1,Video recorder,64MB,32MB,800,GSM,100.5,43,14.8,,,,,microSDHC,No,Yes,No,2.1,No,FM,
BLU,Swing,2011,July,"73,366",7,1.77,176,220,1,Video recorder,128MB,64MB,560,GSM,84,42,17.5,,,,,microSDHC,No,Yes,No,2.1,No,Stereo,40
ZTE,Racer,2010,July,"476,089",14,2.8,240,320,3,Video recorder,256MB,256MB,1100,GSM / HSPA,102,55,14.5,Android 2.1 (Eclair),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,2.0,Yes,Stereo,180
ZTE,E N72,2010,August,"91,976",9,2.5,320,240,3,Video recorder,100MB,,1300,CDMA / EVDO,114,66,11.9,Microsoft Windows Mobile Professional,,,,microSDHC,Yes,No,No,2.0,No,No,
ZTE,F951,2010,Released,"81,446",9,3.2,240,400,5,Video recorder,,,1250,GSM / HSPA,108,55.5,12.6,,,,,microSDHC,No,No,No,2.1,A-GPS,Stereo,
ZTE,F107,2010,Released,"85,723",8,2.0,176,220,2,Video recorder,35MB,,,GSM / UMTS,105.7,46,12.6,,,,,microSDHC,No,No,No,2.1,No,No,60
ZTE,S213,2010,October,"92,373",8,1.5,128,128,,No video recorder,64MB,,650,GSM,107,45,13.3,,,,,microSD,,No,No,No,No,FM,
ZTE,R220,2009,Released,"71,496",7,1.8,128,160,,No video recorder,10MB,,720,GSM,107,45.5,12.5,,,,,microSDHC,No,No,No,Yes,No,FM,
ZTE,R221,2010,Released,"145,854",9,1.8,128,160,,No video recorder,5MB,,1000,GSM,108,47,14,,,,,microSD,No,No,No,No,No,FM,
ZTE,R228,2011,May,"68,895",7,2.0,176,220,1,No video recorder,2MB,,700,GSM,108,46,11,,,,,microSDHC,No,No,No,Yes,No,Stereo,
ZTE,Salute F350,2010,August,"78,564",8,2.4,240,320,1,Video recorder,,,,CDMA / EVDO,102,51,15,,,,,microSD,No,No,No,2.0,A-GPS,No,
ZTE,R228 Dual SIM,2011,May,"70,959",10,2.0,176,220,1,No video recorder,2MB,,1000,GSM,108,46,11.7,,,,,microSDHC,No,No,No,2.0,No,Stereo,
ZTE,R230,2010,Released,"72,641",6,1.8,176,220,1,Video recorder,10MB,,720,GSM,108,46,13,,,,,microSDHC,No,No,No,2.0,No,FM,
ZTE,N280,2010,Released,"71,033",6,2.8,240,320,,144p,32MB,,,GSM,113,56,14,,,,,microSD,No,No,No,2.0,No,No,
ZTE,N290,2010,Released,"127,169",10,3.2,240,400,3,Video recorder,20MB,,1500,GSM,112,55,13,,,,,microSDHC,No,No,No,2.0,No,FM,
ZTE,X990D,2010,Released,"89,974",8,2.5,320,240,2,Video recorder,,,,GSM,107,61,12,,,,,microSDHC,No,No,No,2.0,No,Stereo,
BLU,Samba Elite,2011,July,"81,279",7,2.0,160,128,2,Video recorder,256MB,64MB,750,GSM,102,56,13.5,,,,,microSDHC,No,No,No,2.1,No,FM,50
BLU,Tattoo Mini,2011,July,"100,335",6,2.0,220,176,1,Video recorder,64MB,32MB,750,GSM,99,55,13,,,,,microSDHC,No,Yes,No,2.1,No,Stereo,30
BLU,Deejay Flip,2011,July,"83,629",7,2.0,176,220,1,Video recorder,64MB,32MB,700,GSM,92,44.5,18,,,,,microSDHC,No,Yes,No,2.1,No,Stereo,
BLU,Spark,2011,July,"124,391",8,2.4,240,320,1,Video recorder,64MB,32MB,900,GSM,92,52,15,,,,,microSDHC,No,Yes,No,Yes,No,Stereo,40
BLU,Electro,2011,July,"95,549",9,2.2,240,320,1,Video recorder,128MB,64MB,1050,GSM,104,53,13.5,,,,,microSDHC,No,Yes,No,2.1,No,FM,40
BLU,Deejay Touch,2011,July,"82,396",9,2.6,240,320,1,Video recorder,256MB,64MB,750,GSM,96,56.2,13.5,,,,,microSDHC,No,Yes,No,2.1,No,Stereo,40
BLU,Deco Mini,2011,July,"108,933",8,2.0,220,176,1,Video recorder,64MB,32MB,850,GSM,99.3,55.9,13.5,,,,,microSDHC,No,Yes,No,2.1,No,FM,30
BLU,Deco,2011,July,"77,405",6,2.31,320,240,2,Video recorder,256MB,64MB,800,GSM,103,57.6,12.5,,,,,microSDHC,No,Yes,No,2.1,No,FM,
BLU,Deco XT,2011,July,"95,728",7,2.31,320,240,2,Video recorder,1GB,256MB,800,GSM,103,57.6,12.5,,,,,microSDHC,Wi,Yes,Wi-Fi,2.1,No,FM,70
BLU,Deco Pro,2011,July,"96,260",7,2.6,320,240,3,Video recorder,1GB,256MB,1200,GSM,108.5,64,12.5,,,,,microSDHC,Wi,Yes,Wi-Fi,2.1,No,FM,60
BLU,Neo,2011,August,"106,900",9,2.8,240,320,2,Video recorder,256MB,64MB,820,GSM,96,54,12.8,,,,,microSDHC,No,Yes,No,2.1,No,Stereo,70
BLU,Neo XT,2011,August,"98,115",7,3.0,240,400,3,Video recorder,1GB,256MB,820,GSM,96,58,12.8,,,,,microSDHC,Wi,Yes,Wi-Fi,2.1,No,Stereo,70
BLU,Neo Pro,2011,August,"96,468",8,2.8,240,320,3,Video recorder,1GB,256MB,900,GSM,101,55,16.5,,,,,microSDHC,Wi,Yes,Wi-Fi,2.1,No,Stereo,
BLU,Touch Book 7.0,2011,August,"288,899",8,7.0,480,800,3,Video recorder,512MB,512MB,4250,GSM / HSPA,197,120,13.2,Android 2.2 (Froyo),Qualcomm MSM7227-T Snapdragon S1,800 MHz ARM 11,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,120
BLU,Studio 5.3,2011,December,"608,165",16,5.3,480,800,5,480p,512MB,512MB,2500,GSM / HSPA,150,81,10.9,Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),650 MHz Cortex-A9/ 800 MHz Cortex-A9,PowerVR SGX531,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,170
BLU,Jenny,2012,June,"168,566",9,1.8,128,160,,Video recorder,16MB,32MB,900,GSM,110,45,14,,,,,microSDHC,No,No,No,2.1,No,Stereo,20
BLU,Tank,2012,June,"218,960",10,1.8,128,160,,Video recorder,16MB,32MB,1800,GSM,114,48,15,,,,,microSDHC,No,No,No,2.1,No,Stereo,20
BLU,Vivo 4.3,2012,July,"464,904",29,4.3,480,800,8,720p,4GB,512MB,1600,GSM / HSPA,128,66,9.3,Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,170
BLU,Vivo 4.65 HD,2012,December,"200,498",15,4.65,720,1280,8,720p,4GB,1GB,1600,GSM / HSPA,135,70,8.6,Android 4.0 (Ice Cream Sandwich),Mediatek MT6577T (40 nm),Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531u,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,210
BLU,Touch Book 9.7,2012,November,"96,740",3,9.7,1024,768,2,480p,4GB,1GB,6000,No cellular connectivity,238,185,10,Android 4.0 (Ice Cream Sandwich),Rockchip 3066,Dual-core 1.5 GHz Cortex-A9,Mali-400,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,No,180
BLU,Brooklyn,2012,November,"78,714",2,2.4,320,240,1,Video recorder,128MB,64MB,750,GSM,115,63,12,,,,,microSDHC,Wi,Yes,Wi-Fi,3.0,No,FM,
BLU,Dash 3.2,2012,December,"108,038",4,3.2,240,320,1,480p,512MB,256MB,1280,GSM / HSPA,104,56,13,Android 2.3 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,70
BLU,Dash 4.0,2012,December,"387,152",13,4.0,480,800,5,720p,4GB,512MB,1500,GSM / HSPA,124,63,11.8,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,90
BLU,Hero II,2012,December,"103,334",3,3.5,320,480,1,Video recorder,128MB,64MB,1100,GSM,114,60,11.6,,,,,microSDHC,Wi,Yes,Wi-Fi,3.0,No,Stereo,50
BLU,Quattro 4.5,2013,February,"151,200",14,4.5,540,960,5,1080p,4GB,1GB,1800,GSM / HSPA,133,67,10.8,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,180
BLU,Quattro 4.5 HD,2013,February,"228,561",15,4.5,720,1280,8,1080p,16GB,1GB,1800,GSM / HSPA,134,67,10.3,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,No,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,260
BLU,Quattro 5.7 HD,2013,February,"249,274",15,5.7,720,1280,8,1080p,4GB,1GB,2800,GSM / HSPA,161.2,82.9,10.6,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,220
BLU,Tank 4.5,2013,February,"279,620",14,4.5,540,960,5,480p,4GB,512MB,1760,GSM / HSPA,134,68.9,9.7,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,200
BLU,Studio 5.3 II,2013,February,"234,339",6,5.3,540,960,8,720p,4GB,512MB,2200,GSM / HSPA,150,77,10.8,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,160
BLU,Life Play,2013,March,"730,889",64,4.7,720,1280,8,1080p,4GB,1GB,1800,GSM / HSPA,137,68.4,7.9,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,180
BLU,Life One,2013,March,"621,847",43,5.0,720,1280,13,1080p,16GB,1GB,2000,GSM / HSPA,144,73,8.9,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,230
ZTE,Sage,2010,Released,"84,347",7,,,,1,No video recorder,10MB,,,GSM,93,49,13.5,,,,,microSDHC,No,No,No,Yes,No,Stereo,
ZTE,Blade,2010,October,"2,599,298",55,3.5,480,800,3,Video recorder,512MB,512MB,1250,GSM / HSPA,116,56.5,11.8,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,170
ZTE,Rio,2011,Released,"82,738",8,2.4,320,240,2,Video recorder,1MB,,,GSM,107,61,12,,,,,microSDHC,No,Yes,No,Yes,No,FM,
ZTE,Libra,2011,February,"187,744",12,3.5,480,800,3,Video recorder,,,,GSM / HSPA,-,,,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSD,Yes,Yes,Wi-Fi,2.1,Yes,FM,190
ZTE,U900,2011,February,"95,055",7,3.5,480,800,3,Video recorder,,,,GSM / HSPA,-,,,Android-based OPhone 2.0,,,,microSD,Yes,Yes,Wi-Fi,2.1,Yes,,
ZTE,Amigo,2011,February,"122,256",9,3.2,320,480,3,Video recorder,,,,GSM / HSPA,-,,,Android 2.2 (Froyo),,,,microSD,Yes,Yes,Wi-Fi,2.1,Yes,FM,
ZTE,V821,2011,June,"136,082",11,,320,240,2,Video recorder,256MB,,,GSM,116,56.5,11.8,Android 2.2 (Froyo),Mediatek MT6516,416 MHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,FM,220
ZTE,Skate,2011,February,"979,713",25,4.3,480,800,5,Video recorder,512MB,512MB,1400,GSM / HSPA,125.9,67.8,10.4,Android 2.3 (Gingerbread),,800MHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,,250
ZTE,Racer II,2011,August,"396,159",14,2.8,240,320,3,Video recorder,256MB,512MB,1100,GSM / HSPA,104,55.4,13.5,Android 2.2 (Froyo),,500 MHz ARM 11,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,200
ZTE,N721,2011,,"70,059",10,2.8,240,320,2,Video recorder,150MB,,1100,GSM / HSPA,106,56.2,14.2,Android OS,,,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,,
ZTE,V9,2010,October,"827,829",14,7.0,480,800,3,Video recorder,512MB,512MB,3400,GSM / HSPA,192,110,12.6,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,No,170
ZTE,Avail,2011,October,"192,956",8,3.5,320,480,5,Video recorder,512MB,512MB,1800,GSM / HSPA,116,62,13,Android 2.3 (Gingerbread),,,,microSDHC,Yes,Yes,Wi-Fi,2.0,Yes,No,330
ZTE,Score,2011,September,"154,794",9,3.5,320,480,3,240p,512MB,,1200,CDMA / EVDO,112,61.4,12.5,Android 2.3.4 (Gingerbread),,600 MHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,No,90
ZTE,Warp,2011,September,"282,119",11,4.3,480,800,5,Video recorder,4GB,512MB,1600,CDMA / EVDO,130,69,11,Android 2.3 (Gingerbread),Qualcomm MSM8655 Snapdragon S2,1.0 GHz,Adreno 205,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,No,
ZTE,Tania,2011,September,"316,620",19,4.3,480,800,5,720p,4GB,512MB,1400,GSM / HSPA,128.6,67.8,10.5,Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,No,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,210
ZTE,Memo,2011,October,"67,330",8,2.4,320,240,2,240p,,,1150,CDMA / EVDO,114,61,13,,,,,microSDHC,No,Yes,No,2.1,Yes,,
ZTE,V9+,2011,February,"337,055",8,7.0,600,1024,5,Video recorder,4GB,512MB,,GSM / HSPA,-,,,Android 2.2 (Froyo),Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,No,
ZTE,Chorus,2011,November,"74,355",8,3.2,240,400,2,240p,512MB,256MB,1000,CDMA / EVDO,111,57,14.8,,,600 MHz,,microSDHC,Yes,Yes,No,2.1,Yes,No,80
ZTE,FTV Phone,2011,November,"158,362",10,3.5,480,800,3,144p,512MB,512MB,1250,GSM / HSPA,116,56.5,11.8,Android 2.2 (Froyo),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,
ZTE,Light Tab V9C,2011,November,"249,426",9,7.0,480,800,2,Video recorder,512MB,512MB,3400,GSM / HSPA,202,122,12.6,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,800 MHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,No,
BLU,Studio 5.3 S,2013,April,"224,873",14,5.3,540,960,8,720p,4GB,1GB,2800,GSM / HSPA,153,78,9.2,Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,130
BLU,Amour,2013,May,"111,175",5,4.0,480,800,5,480p,4GB,512MB,1600,GSM / HSPA,128,65.5,11.6,Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDXC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,100
BLU,Dash 4.5,2013,July,"231,869",12,4.5,480,854,5,720p,4GB,512MB,2000,GSM / HSPA,133,65,12,Android 4.2 (Jelly Bean),Mediatek MT6589M (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,100
BLU,Dash JR,2013,August,"470,488",3,3.5,320,480,2,480p,512MB,256MB,1000,GSM,116.5,62,12,Android 2.3 (Gingerbread),,1.0 GHz Cortex-A5,Mali-400,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,40
BLU,Dash Music 4.0,2013,August,"242,315",6,4.0,480,800,3,720p,4GB,512MB,1500,GSM / HSPA,124,64,11.7,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,80
BLU,Dash 5.0,2013,August,"488,363",5,5.0,480,854,5,720p,4GB,512MB,2000,GSM / HSPA,146,70.6,9.4,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,100
BLU,Jenny TV 2.8,2013,August,"134,089",4,2.8,240,320,1,Video recorder,32MB,24MB,820,GSM,128,55.7,12.5,,,,,microSDHC,No,Yes,No,3.0,No,FM,20
BLU,Samba TV,2013,May,"115,282",3,2.0,176,220,,Video recorder,32MB,32MB,820,GSM,107.8,59.8,14,,,,,microSDHC,No,Yes,No,3.0,No,FM,20
BLU,Samba W,2013,August,"87,240",2,2.0,176,220,1,Video recorder,128MB,64MB,820,GSM,107.8,59.8,14,,,,,microSDHC,Wi,Yes,Wi-Fi,3.0,No,FM,20
BLU,Studio 5.5,2013,September,"684,154",16,5.5,480,854,5,720p,4GB,1GB,2250,GSM / HSPA,157,79.5,9.5,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,FM,120
BLU,Life Pro,2013,November,"192,275",11,5.0,720,1280,12,1080p,16GB,1GB,2500,GSM / HSPA,147,72.1,6.9,Android 4.2 (Jelly Bean),Mediatek MT6589T (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544MP2,No,Yes,Yes,Wi-Fi,4.0,Yes,FM,210
BLU,Advance 4.0,2013,December,"533,799",10,4.0,480,800,5,720p,4GB,512MB,1600,GSM / HSPA,125,65,12.4,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,Stereo,80
ZTE,Light Tab 2 V9A,2011,December,"286,138",13,7.0,600,1024,3,Video recorder,4GB,512MB,3400,GSM / HSPA,202,122,12.6,Android 2.3 (Gingerbread),Qualcomm MSM8255 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,No,250
ZTE,Optik,2012,February,"140,856",9,7.0,800,1280,5,Video recorder,16GB,1GB,4000,CDMA / EVDO,193,119.4,13.2,Android 3.2 (Honeycomb),Qualcomm MSM8660 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,No,230
BLU,Zoey,2013,August,"200,594",3,1.8,128,160,,Video recorder,32MB,24MB,820,GSM,110,45.7,13,,,,,microSDHC,No,Yes,No,3.0,No,FM,20
ZTE,PF200,2012,February,"88,542",9,4.3,540,960,8,Video recorder,,,,GSM / HSPA / LTE,-,,,Android 4.0 (Ice Cream Sandwich),,Dual-core 1.2 GHz processor,,No,Yes,Yes,Wi-Fi,2.1,Yes,,
ZTE,N910,2012,February,"125,577",10,,480,800,5,Video recorder,,,,CDMA / EVDO / LTE,-,,,Android 4.0 (Ice Cream Sandwich),,1.5 GHz processor,,No,Yes,Yes,Wi-Fi,Yes,Yes,,
ZTE,Blade II V880+,2012,February,"256,048",12,3.5,480,800,5,Video recorder,512MB,512MB,1200,GSM / HSPA,115.1,57.9,10.9,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,230
ZTE,V875,2012,February,"104,724",10,3.2,360,480,3,Video recorder,,,,GSM / HSPA,122,60,11.3,Android 2.3 (Gingerbread),,600/800 MHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,,
ZTE,Style Messanger,2012,February,"66,479",7,2.4,320,240,2,Video recorder,,,,GSM,107,60,10.3,,,,,To,No,No,No,Yes,No,No,
ZTE,Style Q,2012,Released,"98,293",8,2.8,240,320,3,Video recorder,,,,GSM / HSPA,113,59,10.3,Android 2.3 (Gingerbread),,600 MHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,,
ZTE,Nova Messenger,2012,February,"87,685",8,2.0,320,240,3,Video recorder,1GB,256MB,,GSM,107,60,10.3,,,,,To,Wi,,Wi-Fi,2.1,No,FM,
ZTE,Nova 4 V8000,2012,February,"125,484",8,4.0,480,800,8,Video recorder,4GB,512MB,1900,CDMA / EVDO,123.9,63.2,11.2,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8655 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,No,
ZTE,Nova 3.5,2012,February,"110,921",10,3.5,360,480,3,Video recorder,512MB,256MB,,GSM / HSPA,112.4,59.9,11,Android 4.0 (Ice Cream Sandwich),,800 MHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,,
ZTE,V880E,2012,February,"131,308",10,4.0,480,800,5,Video recorder,4GB,512MB,1650,GSM / HSPA,122.5,64.6,12,Android 2.3.6 (Gingerbread),,1.0 GHz,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,FM,180
ZTE,Kis V788,2012,February,"295,921",11,3.5,320,480,3,Video recorder,512MB,256MB,1400,GSM,114.3,61.6,11.5,Android 2.3 (Gingerbread),,800 MHz,,microSDHC,Yes,No,Wi-Fi,2.1,Yes,Stereo,160
ZTE,Orbit,2012,February,"111,758",14,4.0,480,800,5,720p,4GB,512MB,1600,GSM / CDMA / HSPA / EVDO,119.4,"63.5,2.5",10.2,Microsoft Windows Phone 7.5 Tango II,,1.0 GHz,,No,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,230
ZTE,Skate Acqua,2012,February,"315,397",11,4.0,480,800,5,720p,4GB,512MB,1600,GSM / HSPA,-,,,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,
ZTE,PF112 HD,2012,February,"174,567",10,4.5,720,1280,8,720p,8GB,1GB,1650,GSM / HSPA,130,66,8.5,Android 4.0 (Ice Cream Sandwich),,,,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,
ZTE,Era,2012,February,"244,419",11,4.3,540,960,8,1080p,8GB,1GB,,GSM / HSPA,7.8,,,Android 4.0 (Ice Cream Sandwich),Nvidia Tegra 3,Quad-core 1.3 GHz,ULP GeForce,microSDHC,Yes,Yes,Wi-Fi,3.0,Yes,Stereo,
ZTE,Light Tab 3 V9S,2012,February,"115,910",10,7.0,800,1280,5,Video recorder,16GB,1GB,4000,GSM / HSPA,194,120,12,Android 3.2 (Honeycomb),Qualcomm MSM8260 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,No,Yes,Yes,Wi-Fi,2.1,Yes,No,
ZTE,T98,2012,February,"107,005",11,7.0,768,1280,5,720p,16GB,1GB,,GSM,-,,,Android 4.0 (Ice Cream Sandwich),Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,No,Yes,Yes,Wi-Fi,Yes,Yes,No,
